A03AB05	Propantelin
A03AB06	Otiloniumbromid
A03AB07	Metantelin
A03AB08	Tridihexetyl
A03AB09	Isopropon
A03AB10	Hexocyklium
A03AB11	Poldin
A03AB12	Mepensolat
A03AB13	Bevonium
A03AB14	Pipenzolat
A03AB15	Difemanil
A03AB16	(2-Benshydryloxietyl) dietylmetylammoniumjodid
A03AB17	Tiemoniumjodid
A03AB18	Prifiniumbromid
A03AB19	Timepidiumbromid
A03AB20	Trospium
A03AB21	Fenpiverinium
A03AB53	Oxifenon, kombinationer
A03AC	Syntetiska spasmolytika, amider med tertiär aminogrupp
A03AC02	Dimetylaminopropionylfenotiazin
A03AC04	Nikofetamid
A03AC05	Tiropramid
A03AD	Paraverin och derivat
A03AD01	Papaverin
A03AD02	Drotaverin
A03AD30	Moxaverin
A03AE	Serotoninreceptorantagonister
A03AE01	Alosetron
A03AE02	Tegaserod
A03AE03	Cilansetron
A03AE04	Prukaloprid
A03AX	Övriga medel vid funktionella mag-tarmsymtom
A03AX01	Fenpipran
A03AX02	Diisopromin
A03AX03	Klorbensoxamin
A03AX04	Pinaverin
A03AX05	Fenoverin
A03AX06	Idanpramin
A03AX07	Proxazol
A03AX08	Alverin
A03AX09	Trepibuton
A03AX10	Isomethepten
A03AX11	Karoverin
A03AX12	Floroglucinol
A03AX13	Silikoner
A03AX14	Valetamat
A03AX30	Trimetyldifenylpropylamin
A03AX58	Alverin, kombinationer
A03B	Belladonnaalkaloider och derivat
A03BA	Belladonnaalkaloider med tertiär aminogrupp
A03BA01	Atropin
A03BA03	Hyoscyamin
A03BA04	Belladonnaalkaloider
A03BB	Semisyntetiska belladonnalkaloider, kvartära ammoniumföreningar
A03BB01	Butylskopolamin
A03BB02	Metylatropin
A03BB03	Metylskopolamin
A03BB04	Fentonin
A03BB05	Cimetropiumbromid
A03C	Spasmolytika i kombination med lugnande medel
A03CA	Syntetiska antikolinergika i kombination med lugnande medel
A03CA01	Isopropon och lugnande medel
A03CA02	Klidinium och lugnande medel
A03CA03	Oxifencyklimin och lugnande medel
A03CA04	Otiloniumbromid och lugnande medel
A03CA05	Glykopyrroniumbromid och lugnande medel
A03CA06	Bevonium och lugnande medel
A03CA07	Ambutonium och lugnande medel
A03CA08	Difemanil och lugnande medel
A03CA09	Pipenzolat och lugnande medel
A03CA30	Emepronium och lugnande medel
A03CA34	Propantelin och lugnande medel
A03CB	Belladonnaalkaloider och derivat i kombination med lugnande medel
A03CB01	Metylskopolamin och lugnande medel
A03CB02	Belladonnaalkaloider och lugnande medel
A03CB03	Atropin och lugnande medel
A03CB04	Metylhomatropin och lugnande medel
A03CB31	Hyoscyamin och lugnande medel
A03CC	Övriga kombinationer med lugnande medel
A03D	Spasmolytika i kombination med analgetika
A03DA	Syntetiska antikolinergika i kombination med analgetika
A03DA01	Tropenzilon och analgetika
A03DA02	Pitofenon och analgetika
A03DA03	Bevonium och analgetika
A03DA04	Ciklonium och analgetika
A03DA05	Kamylofin och analgetika
A03DA06	Trospium och analgetika
A03DA07	Tiemoniumjodid och analgetika
A03DB	Belladonnaalkaloider och derivat i kombination med analgetika
A03DB04	Butylskopolamin och analgetika
A03DC	Övriga kombinationer med analgetika
A03E	Övriga kombinationer
A03EA	Spasmolytika, lugnande medel och analgetika i kombination
A03ED	Spasmolytika i kombination med andra medel
A03F	Motilitetsstimulerande medel
A03FA	Motilitetsstimulerande medel
A03FA01	Metoklopramid
A03FA02	Cisaprid
A03FA03	Domperidon
A03FA04	Bromoprid
A03FA05	Alizaprid
A03FA06	Kleboprid
A03FA07	Itroprid
A04	Antiemetika
A04A	Antiemetika
A04AA	Serotonin (5HT3) receptorantagonister
A04AA01	Ondansetron
A04AA02	Granisetron
A04AA03	Tropisetron
A04AA04	Dolasetron
A04AA05	Palonosetron
A04AA55	Palonosetron, kombinationer
A04AD	Övriga antiemetika
A04AD01	Skopolamin
A04AD02	Ceriumoxalat
A04AD04	Klorbutanol
A04AD05	Metopimazin
A04AD08	Ondansetron
A04AD10	Dronabinol
A04AD11	Nabilon
A04AD12	Aprepitant
A04AD13	Kasopitant
A04AD51	Skopolamin, kombinationer
A04AD54	Klorbutanol, kombinationer
A05	Gall- och leverterapi
A05A	Gallterapi
A05AA	Gallsyror
A05AA01	Kenodeoxicholsyra
A05AA02	Ursodeoxicholsyra
A05AA03	Cholsyra
A05AB	Medel för behandling av sjukdomar i gallvägarna
A05AB01	Nikotinylmetylamid
A05AX	Övriga medel vid gallterapi
A05AX01	Piprozolin
A05AX02	Hymekromon
A05AX03	Cyklobutyrol
A05B	Leverterapi, lipotroper
A05BA	Leverterapi
A05BA01	Argininglutamat
A05BA02	Tioctic syra
A05BA03	Silymarin
A05BA04	Citiolon
A05BA05	Epomediol
A05BA06	Ornitinoxoglurat
A05BA07	Tidiacikarginin
A05BA08	Glycyrrhizinsyra
A05C	Medel för gallterapi och lipotropa medel, kombinationer
A06	Medel vid förstoppning
A06A	Medel vid förstoppning
A06AA	Mjukgörare, emulgeringsmedel
A06AA01	Flytande paraffin
A06AA02	Dokusatnatrium
A06AA51	Flytande paraffin, kombinationer
A06AB	Tarmirriterande medel
A06AB01	Oxifenisatin
A06AB02	Bisakodyl
A06AB03	Dantron
A06AB04	Fenolftalein
A06AB05	Ricinolja
A06AB06	Sennaglykosider
A06AB07	Sagrada, bark
A06AB08	Natriumpikosulfat
A06AB09	Bisoxatin
A06AB20	Kombinationer av tarmirriterande medel
A06AB30	Tarmirriterande medel i kombination med belladonnaalkaloider
A06AB52	Bisakodyl, kombinationer
A06AB53	Dantron, kombinationer
A06AB56	Sennaglykosider, kombinationer
A06AB57	Sagrada, bark med kombinationer
A06AB58	Natriumpikosulfat, kombinationer
A06AC	Bulkbildande laxermedel
A06AC01	Loppfrö och vitt loppfrö
A06AC02	Etulos
A06AC03	Sterkuliagummi
A06AC05	Linfrö
A06AC06	Metylcellulosa
A06AC07	Kostfiber av vetefröskal
A06AC08	Polykarbofilkalcium
A06AC51	Loppfrö och vitt loppfrö, kombinationer
A06AC53	Sterkuliagummi, kombinationer
A06AC55	Linfrö, kombinationer
A06AD	Osmotiskt aktiva laxermedel
A06AD01	Magnesiumkarbonat
A06AD02	Magnesiumoxid
A06AD03	Magnesiumperoxid
A06AD04	Magnesiumsulfat
A06AD10	Mineralsalter i kombination
A06AD11	Laktulos
A06AD12	Laktitol
A06AD13	Natriumsulfat
A06AD14	Pentaeritrityl
A06AD15	Makrogol
A06AD16	Mannitol
A06AD17	Natriumfosfat
A06AD18	Sorbitol
A06AD19	Magnesiumcitrat
A06AD21	Natriumtartrat
A06AD61	Laktulos, kombinationer
A06AD65	Makrogol, kombinationer
A06AG	Klysma
A06AG01	Natriumfosfat
A06AG02	Bisakodyl
A06AG03	Dantron, inkl. kombinationer
A06AG04	Glycerol
A06AG06	Olja
A06AG07	Sorbitol
A06AG10	Dokusatnatrium, inkl. kombinationer
A06AG11	Laurilsulfat, inkl. kombinationer
A06AG20	Kombinationer
A06AH	Perifera opioidreceptorantagonister
A06AH01	Metylnaltrexonbromid
A06AH02	Alvimopan
A06AH03	Naloxegol
A06AX	Övriga medel vid förstoppning
A06AX01	Glycerol
A06AX02	Koldioxidutvecklande medel
A06AX03	Lubiproston
A06AX04	Linaklotid
A06AX05	Prukaloprid
A06AX06	Tegaserod
A07	Antidiarroika, intestinala antiinflammatoriska och antiinfektiva medel
A07A	Medel vid tarminfektioner
A07AA	Antibiotika
A07AA01	Neomycin
A07AA02	Nystatin
A07AA03	Natamycin
A07AA04	Streptomycin
A07AA05	Polymyxin B
A07AA06	Paromomycin
A07AA07	Amfotericin B
A07AA08	Kanamycin
A07AA09	Vankomycin
A07AA10	Kolistin
A07AA11	Rifaximin
A07AA12	Fidaxomicin
A07AA51	Neomycin, kombinationer
A07AA54	Streptomycin, kombinationer
A07AB	Sulfonamider
A07AB02	Ftalylsulfatiazol
A07AB03	Sulfaguanidin
A07AB04	Succinylsulfatiazol
A07AC	Imidazolderivat
A07AC01	Mikonazol
A07AX	Övriga medel vid intestinala infektioner
A07AX01	Broxykinoliner
A07AX02	Acetarsol
A07AX03	Nifuroxazid
A07AX04	Nifurzid
A07B	Antidiarroika
A07BA	Adsorberande medel
A07BA01	Medicinskt kol
A07BA51	Medicinskt kol, kombinationer
A07BB	Vismutpreparat
A07BC	Övriga antidiarroika
A07BC01	Pektin
A07BC02	Kaolin
A07BC03	Krospovidon
A07BC04	Attapulgit
A07BC05	Diosmektit
A07BC30	Kombinationer
A07BC54	Attapulgit, kombinationer
A07C	Elektrolyter med kolhydrater
A07CA	Elektrolyter med kolhydrater
A07D	Propulsionsdämpande medel
A07DA	Propulsionsdämpande medel
A07DA01	Difenoxylat
A07DA02	Opium
A07DA03	Loperamid
A07DA04	Difenoxin
A07DA05	Loperamidoxid
A07DA52	Morfin, kombinationer
A07DA53	Loperamid, kombinationer
A07E	Medel vid intestinala inflammationer
A07EA	Kortikosteroider för lokal behandling
A07EA01	Prednisolon
A07EA02	Hydrokortison
A07EA03	Prednison
A07EA04	Betametason
A07EA05	Tixokortol
A07EA06	Budesonid
A07EA07	Beklometason
A07EB	Antiallergika, exkl. kortikosteroider
A07EB01	Natriumkromoglikat
A07EC	Aminosalicylsyra och liknande medel
A07EC01	Sulfasalazin
A07EC02	Mesalazin
A07EC03	Olsalazin
A07EC04	Balsalazid
A07F	Antidiarroika, mikroorganismer
A07FA	Antidiarroika, mikroorganismer
A07FA01	Mjölksyreproducerande organismer
A07FA02	Saccharomyces boulardii
A07FA51	Mjölksyreproducerande organismer, kombinationer
A07X	Övriga medel mot diarre
A07XA	Övriga medel mot diarre
A07XA01	Albumintannat
A07XA02	Ceratonia
A07XA03	Kalciumföreningar
A07XA04	Racekadotril
A07XA51	Albumin tannat, kombinationer
A08	Antiobesitasmedel, exkl. dietprodukter
A08A	Antiobesitasmedel, exkl. dietprodukter
A08AA	Antiobesitasmedel, centralt verkande
A08AA01	Fentermin
A08AA02	Fenfluramin
A08AA03	Amfepramon
A08AA04	Dexfenfluramin
A08AA05	Mazindol
A08AA06	Etilamfetamin
A08AA07	Katin
A08AA08	Klobenzorex
A08AA09	Mefenorex
A08AA10	Sibutramin
A08AA11	Lorkaserin
A08AA56	Efedrin, kombinationer
A08AA62	Bupropion och naltrexon
A08AB	Antiobesitasmedel, perifert verkande
A08AB01	Orlistat
A08AX	Övriga antiobesitasmedel
A08AX01	Rimonabant
A09	Digestionsmedel, inkl. enzymer
A09A	Digestionsmedel, inkl. enzymer
A09AA	Digestionsenzymer
A09AA01	Diastas
A09AA02	Multienzymer (lipas, proteas m.fl.)
A09AA03	Pepsin
A09AA04	Tilaktas
A09AB	Saltsyraersättningsmedel
A09AB01	Aciglumin
A09AB02	Betainhydroklorid
A09AB03	Saltsyra
A09AB04	Citronsyra
A09AC	Enzym och syra, kombinationer
A09AC01	Pepsin och syra
A09AC02	Multienzymer och syra
A10	Diabetesmedel
A10A	Insuliner och analoger
A10AA	Insuliner och analoger
A10AB	Insuliner och analoger för injektion, snabbverkande
A10AB01	Insulin (humant)
A10AB02	Insulin (bovint)
A10AB03	Insulin (svin)
A10AB04	Insulin, lispro
A10AB05	Insulin, aspart
A10AB06	Insulin, glulisin
A10AB30	Kombinationer
A10AC	Insuliner och analoger för injektion, medellångverkande
A10AC01	Insulin (humant)
A10AC02	Insulin (bovint)
A10AC03	Insulin (svin)
A10AC04	Insulin, lispro
A10AC30	Kombinationer
A10AD	Insuliner och analoger för injektion, medellång- eller långverkande i kombination med snabbverkande
A10AD01	Insulin (humant)
A10AD02	Insulin (bovint)
A10AD03	Insulin (svin)
A10AD04	Insulin, lispro
A10AD05	Insulin, aspart
A10AD06	Insulin, degludek och insulin, aspart
A10AD30	Kombinationer
A10AD54	Isotretionin kombinationer
A10AE	Insuliner och analoger för injektion, långverkande
A10AE01	Insulin (humant)
A10AE02	Insulin (bovint)
A10AE03	Insulin (svin)
A10AE04	Insulin, glargin
A10AE05	Insulin, detemir
A10AE06	Insulin, degludek
A10AE30	Kombinationer
A10AE56	Insulin, degludek och liraglutid
A10AF	Insuliner och analoger för inhalation
A10AF01	Insulin (humant)
A10B	Blodglukossänkande medel, exkl. insuliner
A10BA	Biguanidderivat
A10BA01	Fenformin
A10BA02	Metformin
A10BA03	Buformin
A10BB	Sulfonylureaföreningar
A10BB01	Glibenklamid
A10BB02	Klorpropamid
A10BB03	Tolbutamid
A10BB04	Glibornurid
A10BB05	Tolazamid
A10BB06	Karbutamid
A10BB07	Glipizid
A10BB08	Glikidon
A10BB09	Gliklazid
A10BB10	Metahexamid
A10BB11	Glisoxepid
A10BB12	Glimepirid
A10BB31	Acetohexamid
A10BC	Bensensulfonamidderivat
A10BC01	Glymidin
A10BD	Perorala blodglukossänkande medel, kombinationer
A10BD01	Fenformin och sulfonamider
A10BD02	Metformin och sulfonamider
A10BD03	Metformin och rosiglitazon
A10BD04	Glimepirid och rosiglitazon
A10BD05	Metformin och pioglitazon
A10BD06	Glimepirid och pioglitazon
A10BD07	Metformin och sitagliptin
A10BD08	Metformin och vildagliptin
A10BD09	Pioglitazon och alogliptin
A10BD10	Metformin och saxagliptin
A10BD11	Metformin och linagliptin
A10BD12	Pioglitazon och sitagliptin
A10BD13	Metformin och alogliptin
A10BD14	Metformin och repaglinid
A10BD15	Metformin och dapagliflozin
A10BD16	Metformin och kanagliflozin
A10BD17	Metformin och akarbos
A10BD18	Metformin och gemigliptin
A10BD19	Linagliptin och empagliflozin
A10BD20	Metformin och empagliflozin
A10BE	Aldosreduktashämmare
A10BE01	Tolrestat
A10BF	Alfa-glukosidashämmare
A10BF01	Akarbos
A10BF02	Miglitol
A10BF03	Voglibos
A10BG	Tiazolidindioner
A10BG01	Troglitazon
A10BG02	Rosiglitazon
A10BG03	Pioglitazon
A10BH	Dipeptidylpeptidas 4 (DPP-4) hämmare
A10BH01	Sitagliptin
A10BH02	Vildagliptin
A10BH03	Saxagliptin
A10BH04	Alogliptin
A10BH05	Linagliptin
A10BH06	Gemigliptin
A10BH51	Sitagliptin och simvastatin
A10BX	Övriga blodglukossänkande medel, exkl insuliner
A10BX01	Guargummi
A10BX02	Repaglinid
A10BX03	Nateglinid
A10BX04	Exenatid
A10BX05	Pramlintid
A10BX06	Benfluorex
A10BX07	Liraglutid
A10BX08	Mitiglinid
A10BX09	Dapagliflozin
A10BX10	Lixisenatid
A10BX11	Kanagliflozin
A10BX12	Empagliflozin
A10BX13	Albiglutid
A10X	Övriga diabetesmedel
A10XA	Aldos reduktashämmare
A10XA01	Tolrestat
A11	Vitaminer
A11A	Multivitaminer, kombinationer
A11AA	Multivitaminer och mineralämnen
A11AA01	Multivitaminer och järn
A11AA02	Multivitaminer och kalcium
A11AA03	Multivitaminer och andra mineralämnen inkl. kombinationer
A11AA04	Multivitaminer och spårelement
A11AB	Multivitaminer, övriga kombinationer
A11B	Multivitaminer
A11BA	Multivitaminer
A11C	Vitamin A och D, inkl. kombinationer av de två
A11CA	Retinol (vitamin A)
A11CA01	Retinol (vitamin A)
A11CA02	Betakaroten
A11CB	Vitamin A och D i kombination
A11CC	Vitamin D och analoger
A11CC01	Ergokalciferol
A11CC02	Dihydrotakysterol
A11CC03	Alfakalcidol
A11CC04	Kalcitriol
A11CC05	Kolekalciferol
A11CC06	Kalcifediol
A11CC07	Parikalcitol
A11CC20	Kombinationer
A11D	Vitamin B1, inkl. kombinationer med vitamin B6 och B12
A11DA	Tiamin (vitamin B1)
A11DA01	Tiamin (vitamin B1)
A11DA02	Sulbutiamin
A11DA03	Benfotiamin
A11DB	Vitamin B1 i kombination med vitamin B6 och/eller vitamin B12
A11E	Vitamin B-komplex, inkl. kombinationer
A11EA	Vitamin B-komplex
A11EB	Vitamin B-komplex med vitamin C
A11EC	Vitamin B-komplex med mineraler
A11ED	Vitamin B-komplex med anabola steroider
A11EX	Vitamin B-komplex, andra kombinationer
A11G	Askorbinsyra (vitamin C) inkl. kombinationer
A11GA	Askorbinsyra (vitamin C)
A11GA01	Askorbinsyra (vitamin C)
A11GB	Askorbinsyra (vitamin C), kombinationer
A11GB01	Askorbinsyra (vitamin C) och kalcium
A11H	Övriga vitaminberedningar
A11HA	Övriga vitaminberedningar
A11HA01	Nikotinamid
A11HA02	Pyridoxin (vitamin B6)
A11HA03	Tokoferol (vitamin E)
A11HA04	Riboflavin (vitamin B2)
A11HA05	Biotin
A11HA06	Pyridoxalfosfat
A11HA07	Inositol
A11HA08	Tokofersolan
A11HA30	Dexapantenol
A11HA31	Kalciumpantotenat
A11HA32	Pantetin
A11J	Övriga kombinationer med vitaminer
A11JA	Vitaminer, kombinationer
A11JB	Vitaminer med mineralämnen
A11JC	Vitaminer, övriga kombinationer
A12	Mineralämnen
A12A	Kalcium
A12AA	Kalcium
A12AA01	Kalciumfosfat
A12AA02	Kalciumglubionat
A12AA03	Kalciumglukonat
A12AA04	Kalciumkarbonat
A12AA05	Kalciumlaktat
A12AA06	Kalciumlaktoglukonat
A12AA07	Kalciumklorid
A12AA08	Kalciumglycerylfosfat
A12AA09	Kalciumcitratlysinkomplex
A12AA10	Kalciumglukoheptonat
A12AA11	Kalcium pangamat
A12AA12	Kalciumacetat
A12AA13	Kalciumcitrat
A12AA20	Kalcium (olika salter i kombination)
A12AA30	Kalciumlevulinat
A12AX	Kalcium, kombinationer med vitamin D och/eller övriga läkemedel
A12B	Kalium
A12BA	Kalium
A12BA01	Kaliumklorid
A12BA02	Kaliumcitrat
A12BA03	Kaliumvätetartrat
A12BA04	Kaliumvätekarbonat
A12BA05	Kaliumglukonat
A12BA30	Kombinationer
A12BA51	Kaliumklorid, kombinationer
A12C	Övriga mineralämnen
A12CA	Natrium
A12CA01	Natriumklorid
A12CA02	Natriumsulfat
A12CB	Zink
A12CB01	Zinksulfat
A12CB02	Zinkglukonat
A12CB03	Zinkproteinkomplex
A12CC	Magnesium
A12CC01	Magnesiumklorid
A12CC02	Magnesiumsulfat
A12CC03	Magnesiumglukonat
A12CC04	Magnesiumcitrat
A12CC05	Magnesiumaspartat
A12CC06	Magnesiumlaktat
A12CC07	Magnesiumlevulinat
A12CC08	Magnesiumpidolat
A12CC09	Magnesiumorotat
A12CC10	Magnesiumoxid
A12CC30	Magnesium (olika salter i kombination)
A12CD	Fluor
A12CD01	Natriumfluorid
A12CD02	Natriummonofluorofosfat
A12CD51	Fluor kombinationer
A12CE	Selen
A12CE01	Natriumselenat
A12CE02	Natriumselenit
A12CX	Övriga mineralämnen
A13	Tonika
A13A	Tonika
A14	Anabola steroider för systemiskt bruk
A14A	Anabola steroider
A14AA	Androstanderivat
A14AA01	Androstanolon
A14AA02	Stanozolol
A14AA03	Metandienon
A14AA04	Metenolon
A14AA05	Oximetolon
A14AA06	Kinbolon
A14AA07	Prasteron
A14AA08	Oxandrolon
A14AA09	Noretandrolon
A14AB	Östrenderivat
A14AB01	Nandrolon
A14AB02	Etylöstrenol
A14AB03	Oxaboloncipionat
A14B	Övriga anabola steroider
A15	Aptitstimulerande medel
A16	Övriga medel för matsmältning och ämnesomsättning
A16A	Övriga medel för matsmältning och ämnesomsättning
A16AA	Aminosyror och derivat
A16AA01	Levokarnitin
A16AA02	Ademetionin
A16AA03	Glutamin
A16AA04	Merkaptamin
A16AA05	Kargluminsyra
A16AA06	Betain
A16AB	Enzymer
A16AB01	Algluceras
A16AB02	Imiglukeras
A16AB03	Agalsidas alfa
A16AB04	Agalsidas beta
A16AB05	Laronidas
A16AB06	Sakrosidas
A16AB07	Alglukosidas alfa
A16AB08	Galsulfas
A16AB09	Idursulfas
A16AB10	Velagluceras alfa
A16AB11	Taligluceras alfa
A16AB12	Elosulfas alfa
A16AX	Övriga medel för matsmältning och ämnesomsättning
A16AX01	Tioktinsyra
A16AX02	Anetoltrition
A16AX03	Natriumfenylbutyrat
A16AX04	Nitisinon
A16AX05	Zinkacetat
A16AX06	Miglustat
A16AX07	Sapropterin
A16AX08	Teduglutid
A16AX09	Glycerolfenylbutyrat
A16AX10	Eliglustat
B	Blod och blodbildande organ
B01	Antikoagulantia
B01A	Antikoagulantia
B01AA	Vitamin K-antagonister
B01AA01	Dikumarol
B01AA02	Fenindion
B01AA03	Warfarin
B01AA04	Fenprokumon
B01AA07	Acenokumarol
B01AA08	Etylbiskumacetat
B01AA09	Klorindion
B01AA10	Difenadion
B01AA11	Tioklomarol
B01AA12	Fluindion
B01AB	Heparingruppen
B01AB01	Heparin
B01AB02	Antitrombin III
B01AB03	Danaparoid
B01AB04	Dalteparin
B01AB05	Enoxaparin
B01AB06	Nadroparin
B01AB07	Parnaparin
B01AB08	Reviparin
B01AB09	Danaparoid
B01AB10	Tinzaparin
B01AB11	Sulodexid
B01AB12	Bemiparin
B01AB51	Heparin, kombinationer
B01AC	Trombocytaggregationshämmande medel, exkl. heparin
B01AC01	Ditazol
B01AC02	Klorikromen
B01AC03	Picotamid
B01AC04	Klopidogrel
B01AC05	Tiklopidin
B01AC06	Acetylsalicylsyra
B01AC07	Dipyridamol
B01AC08	Karbasalatkalcium
B01AC09	Epoprostenol
B01AC10	Indobufen
B01AC11	Iloprost
B01AC13	Abciximab
B01AC14	Anagrelid
B01AC15	Aloxiprin
B01AC16	Eptifibatid
B01AC17	Tirofiban
B01AC18	Triflusal
B01AC19	Beraprost
B01AC21	Treprostinil
B01AC22	Prasugrel
B01AC23	Cilostazol
B01AC24	Tikagrelor
B01AC25	Kangrelor
B01AC26	Vorapaxar
B01AC30	Kombinationer
B01AC56	Acetylsalicylsyra, kombinationer med protonpumpshämmare
B01AD	Enzymer
B01AD01	Streptokinas
B01AD02	Alteplas
B01AD03	Anistreplas
B01AD04	Urokinas
B01AD05	Fibrinolysin
B01AD06	Brinas
B01AD07	Reteplas
B01AD08	Saruplas
B01AD09	Ankrod
B01AD10	Drotrekogin alfa (aktiverat)
B01AD11	Tenekteplas
B01AD12	Protein C
B01AE	Direkt trombinhämmande medel
B01AE01	Desirudin
B01AE02	Lepirudin
B01AE03	Argatroban
B01AE04	Melagatran
B01AE05	Ximelagatran
B01AE06	Bivalirudin
B01AE07	Dabigatranetexilat
B01AF	Direktverkande faktor Xa-hämmare
B01AF01	Rivaroxaban
B01AF02	Apixaban
B01AX	Övriga antitrombotiska medel
B01AX01	Defibrotid
B01AX02	Desirudin
B01AX03	Lepirudin
